0.0,2,1.968536943148756

0.1,5,1.9580612042989165

0.2,5,2.5380111105716954

0.3,2,2.261413462969052

0.4,2,2.2871900349317387

0.5,2,2.0356326703752883

0.6,2,2.138869342069255

0.7,2,1.9754168857057228

0.8,2,2.521196179872723

0.9,2,2.504426720629833

1.0,2,2.4488644514994853

1.1,2,2.581653403962107

1.2,2,2.386330109400362

1.3,2,2.3355726670154833

1.4,2,2.5635520442263395

1.5,4,2.681325330358919

1.6,4,3.144419874169229

1.7,4,2.6817689480617606

1.8,4,2.8162794534919153

1.9,4,2.761838289519304

2.0,4,2.688636562308998

2.1,4,3.5320030537646954

2.2,4,2.827899772806416

2.3,4,2.8798424132727916

2.4,4,2.8790734061654364

2.5,4,2.8311756998247364

2.6,4,3.4998685726614247

2.7,4,3.1659381751649813

2.8,4,3.528681407985457

2.9,4,2.8288591704342316

3.0,4,3.257406492653681

3.1,4,3.440053661949299

3.2,4,3.4003697265753967

3.3,4,3.232518047029954

3.4,4,3.0696172603168477

3.5,2,3.205970259586593

3.6,2,3.205146573323808

3.7,2,3.871725354366345

3.8,2,3.79298202885043

3.9,2,3.3168932547534338

4.0,2,3.373764493532097

4.1,2,3.3832954978721648

4.2,2,3.7607928845752663

4.3,2,3.0225232248718767

4.4,2,3.3196127437224554

4.5,2,3.1392680834137026

4.6,2,3.6247149671925247

4.7,2,3.0827468233251163

4.8,2,3.595447108743063

4.9,2,3.5654557173601518

5.0,2,3.140777930201764

5.1,2,3.5030731555845436

5.2,2,3.527141723748339

5.3,2,3.7261134072827122

5.4,2,3.2992080907899735

5.5,2,2.987138407447475

5.6,2,3.879251233205841

5.7,2,3.5939168624848126

5.8,2,3.3511054175002988

5.9,2,3.4594870054619276

6.0,2,3.4680028812915906

6.1,2,3.5285768359602643

6.2,2,3.9670466312648305

6.3,2,3.648608925655519

6.4,2,3.5277060015284145

6.5,2,3.6103722845165844

